Name,GPS,DateTime,NO2,O3_1hr,O3_4hr,CO,PM10,PM2.5,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_PM10,AQI_PM2.5,AQI_Site,Date,Time
Monash,"(-35.418302, 149.094018)",18/01/2018 9:00,0,0.02,0.02,0.08,10,3,1,1,20,22,19,12,22,18-Jan-18,9:00
Florey,"(-35.220606, 149.0435)",18/02/2018 15:00,0,0.04,0.04,,12,7,,0,38,48,25,29,48,18-Feb-18,15:00
Florey,"(-35.220606, 149.0435)",27/01/2019 21:00,0.01,0.01,0.02,0.18,15.7,6.3,2,11,10,30,31,25,31,27-Jan-19,21:00
Monash,"(-35.418302, 149.094018)",18/01/2019 21:00,0,0.03,0.04,0.03,24.2,9.1,0,0,34,44,48,36,48,18-Jan-19,21:00
Civic,"(-35.285399, 149.131536)",07/03/2018 19:00,,0.02,0.02,,9,5,,,15,20,17,19,20,07-Mar-18,19:00
Florey,"(-35.220606, 149.0435)",24/11/2018 3:00,0,0.02,0.02,0.09,3.4,1.5,1,0,17,22,7,6,22,24-Nov-18,3:00
Florey,"(-35.220606, 149.0435)",26/01/2018 3:00,0.01,0.01,0.01,0.27,8,7,3,6,6,15,15,27,27,26-Jan-18,3:00
Monash,"(-35.418302, 149.094018)",19/01/2019 21:00,0,0.02,0.02,0.05,22.3,9.1,1,0,15,22,45,36,45,19-Jan-19,21:00
Monash,"(-35.418302, 149.094018)",28/03/2018 14:00,0,0.04,0.03,0.11,10,5,1,1,37,43,20,21,43,28-Mar-18,14:00
Florey,"(-35.220606, 149.0435)",19/01/2019 3:00,0,0.02,0.02,0.22,32.2,11.2,2,2,19,26,64,45,64,19-Jan-19,3:00
Civic,"(-35.285399, 149.131536)",11/05/2018 7:00,,0.01,0.02,,15,5,,,14,22,29,18,29,11-May-18,7:00
Civic,"(-35.285399, 149.131536)",28/07/2018 11:00,,0.01,0.01,,,,,,9,7,,,9,28-Jul-18,11:00
Monash,"(-35.418302, 149.094018)",29/12/2018 11:00,0,0.04,0.05,,24.2,7.8,,0,43,58,48,31,58,29-Dec-18,11:00
Florey,"(-35.220606, 149.0435)",05/05/2018 8:00,0,0.02,0.02,0.01,6,5,0,4,15,23,11,19,23,05-May-18,8:00
Florey,"(-35.220606, 149.0435)",03/11/2018 1:00,0,0.03,0.03,0.18,41.6,8.6,2,4,28,36,83,34,83,03-Nov-18,1:00
Monash,"(-35.418302, 149.094018)",10/08/2018 5:00,0.01,0,0,1,12,13.2,11,8,2,4,24,53,53,10-Aug-18,5:00
Civic,"(-35.285399, 149.131536)",10/03/2018 21:00,,0.02,0.02,,8,4,,,16,26,17,17,26,10-Mar-18,21:00
Civic,"(-35.285399, 149.131536)",06/09/2018 20:00,,0.01,0.01,,7.3,5.3,,,13,6,15,21,21,06-Sep-18,20:00
Civic,"(-35.285399, 149.131536)",24/01/2018 16:00,,,0.03,,13,8,,,,36,26,34,36,24-Jan-18,16:00
Monash,"(-35.418302, 149.094018)",29/06/2018 1:00,0.01,0.01,0.01,0.48,6,5,5,4,12,7,12,21,21,29-Jun-18,1:00
Florey,"(-35.220606, 149.0435)",05/03/2018 23:00,0,0.02,0.02,0.17,6,4,2,0,20,24,11,14,24,05-Mar-18,23:00
Civic,"(-35.285399, 149.131536)",19/10/2018 12:00,,0.03,0.03,,11.1,6.5,,,31,33,22,26,33,19-Oct-18,12:00
Florey,"(-35.220606, 149.0435)",25/04/2018 1:00,0.02,0,0,0.73,31,27,8,13,1,2,62,107,107,25-Apr-18,1:00
Florey,"(-35.220606, 149.0435)",22/10/2018 18:00,0,0.04,0.04,0.14,37.6,5.5,2,3,38,48,75,22,75,22-Oct-18,18:00
Florey,"(-35.220606, 149.0435)",18/03/2018 8:00,0.01,0.01,0,0.52,7,5,6,7,6,3,14,22,22,18-Mar-18,8:00
Civic,"(-35.285399, 149.131536)",17/06/2018 14:00,,0.02,0.02,,,,,,21,27,,,27,17-Jun-18,14:00
Florey,"(-35.220606, 149.0435)",11/02/2018 3:00,0,0.01,0.02,0.13,8,5,1,3,10,24,17,20,24,11-Feb-18,3:00
Monash,"(-35.418302, 149.094018)",07/02/2019 13:00,0,0.03,0.03,0.11,8.4,2.9,1,0,34,33,17,12,34,07-Feb-19,13:00
Monash,"(-35.418302, 149.094018)",31/03/2018 16:00,,,0.04,0.06,12,7,1,,,47,25,27,47,31-Mar-18,16:00
Florey,"(-35.220606, 149.0435)",31/08/2018 4:00,0.02,0,0.01,1.11,17.6,13.5,12,14,4,6,35,54,54,31-Aug-18,4:00
Florey,"(-35.220606, 149.0435)",09/02/2019 5:00,0,0.03,0.03,0.18,8.5,4.6,2,1,31,38,17,18,38,09-Feb-19,5:00
Monash,"(-35.418302, 149.094018)",16/03/2018 2:00,0,0.02,0.02,0.04,10,8,0,2,18,27,20,30,30,16-Mar-18,2:00
Florey,"(-35.220606, 149.0435)",26/01/2019 1:00,0.02,0.01,0.01,0.34,24.4,14.8,4,17,6,11,49,59,59,26-Jan-19,1:00
Monash,"(-35.418302, 149.094018)",16/02/2019 2:00,0.01,0.02,0.02,0.03,17.1,6.2,0,5,19,28,34,25,34,16-Feb-19,2:00
Florey,"(-35.220606, 149.0435)",18/05/2018 13:00,0,0.02,0.02,0.36,16,14,4,0,24,25,32,58,58,18-May-18,13:00
Florey,"(-35.220606, 149.0435)",04/09/2018 3:00,0,0.03,0.03,0.07,6.4,3.2,1,0,27,36,13,13,36,04-Sep-18,3:00
Monash,"(-35.418302, 149.094018)",18/01/2019 1:00,0,0.04,0.04,0.14,26.5,10.7,2,0,35,51,53,43,53,18-Jan-19,1:00
Monash,"(-35.418302, 149.094018)",11/05/2018 22:00,0,0.02,0.02,0.1,2,2,1,3,20,24,3,9,24,11-May-18,22:00
Monash,"(-35.418302, 149.094018)",12/12/2018 7:00,0,0.02,0.02,0.1,12.4,5.4,1,0,18,23,25,22,25,12-Dec-18,7:00
Civic,"(-35.285399, 149.131536)",29/11/2018 13:00,,0.02,0.02,,2.9,3,,,21,24,6,12,24,29-Nov-18,13:00
Monash,"(-35.418302, 149.094018)",01/04/2018 13:00,0,0.03,0.03,0.08,15,9,1,1,33,36,30,37,37,01-Apr-18,13:00
Florey,"(-35.220606, 149.0435)",05/01/2019 16:00,,,0.04,0.15,31.4,1.4,2,,,53,63,6,63,05-Jan-19,16:00
Civic,"(-35.285399, 149.131536)",26/08/2018 22:00,,0,0.01,,9.8,10,,,3,16,20,40,40,26-Aug-18,22:00
Civic,"(-35.285399, 149.131536)",28/11/2018 20:00,,0.02,0.02,,4.3,4,,,16,21,9,16,21,28-Nov-18,20:00
Civic,"(-35.285399, 149.131536)",28/12/2018 19:00,,0.03,0.04,,25.4,9.1,,,34,47,51,36,51,28-Dec-18,19:00
Florey,"(-35.220606, 149.0435)",01/06/2018 15:00,0,0.03,0.03,0.08,4,2,1,0,27,34,8,10,34,01-Jun-18,15:00
Civic,"(-35.285399, 149.131536)",30/01/2018 4:00,,0.02,0.02,,13,8,,,18,27,27,30,30,30-Jan-18,4:00
Florey,"(-35.220606, 149.0435)",21/03/2018 14:00,0,0.03,0.02,0.16,6,2,2,0,25,30,13,8,30,21-Mar-18,14:00
Civic,"(-35.285399, 149.131536)",27/05/2018 3:00,,0,0,,21,14,,,1,1,41,56,56,27-May-18,3:00
Florey,"(-35.220606, 149.0435)",04/02/2018 16:00,,,0.02,0.03,2,1,0,,,29,5,5,29,04-Feb-18,16:00
Civic,"(-35.285399, 149.131536)",05/10/2018 13:00,,0.02,0.02,,2.3,1.5,,,21,26,5,6,26,05-Oct-18,13:00
Civic,"(-35.285399, 149.131536)",26/09/2018 5:00,,0.02,0.02,,8,3,,,22,30,16,12,30,26-Sep-18,5:00
Florey,"(-35.220606, 149.0435)",30/11/2018 5:00,0,0.02,0.02,0.1,2.2,2,1,1,16,19,4,8,19,30-Nov-18,5:00
Monash,"(-35.418302, 149.094018)",19/11/2018 21:00,0,0.03,0.03,0.08,7.7,1.4,1,0,25,40,15,6,40,19-Nov-18,21:00
Monash,"(-35.418302, 149.094018)",19/02/2019 8:00,0.02,0,0,0.15,32.5,12.6,2,12,3,2,65,50,65,19-Feb-19,8:00
Florey,"(-35.220606, 149.0435)",15/07/2018 10:00,0,0.02,0.02,0.32,16,18,4,3,15,20,31,73,73,15-Jul-18,10:00
Florey,"(-35.220606, 149.0435)",09/02/2018 23:00,0,0.02,0.02,0.06,15,7,1,2,19,28,30,28,30,09-Feb-18,23:00
Monash,"(-35.418302, 149.094018)",29/05/2018 20:00,0.01,0.01,0.02,0.13,21,16,1,4,14,21,42,64,64,29-May-18,20:00
Civic,"(-35.285399, 149.131536)",05/04/2018 16:00,,0,0,,11,6,,,1,5,22,24,24,05-May-18,23:00
Monash,"(-35.418302, 149.094018)",18/01/2019 6:00,0.01,0.02,0.03,0.04,27.2,11.3,0,4,15,31,54,45,54,18-Jan-19,6:00
Monash,"(-35.418302, 149.094018)",21/08/2018 20:00,0,0.03,0.03,0.08,1.2,1.4,1,1,25,33,2,6,33,21-Aug-18,20:00
Civic,"(-35.285399, 149.131536)",25/11/2018 0:00,,0.01,0.02,,4.7,4.6,,,14,20,9,18,20,25-Nov-18,0:00
Florey,"(-35.220606, 149.0435)",01/12/2018 6:00,0.01,0,0,0.32,7.1,4.8,4,7,2,4,14,19,19,01-Dec-18,6:00
Monash,"(-35.418302, 149.094018)",25/01/2018 0:00,0.01,0,0,0.24,8,6,3,11,0,0,16,22,22,25-Jan-18,0:00
Florey,"(-35.220606, 149.0435)",03/09/2018 14:00,0,0.03,0.03,0.11,7.4,3.7,1,0,33,39,15,15,39,03-Sep-18,14:00
Civic,"(-35.285399, 149.131536)",02/06/2018 1:00,,0.02,0.01,,,,,,23,17,,,23,02-Jun-18,1:00
Civic,"(-35.285399, 149.131536)",08/04/2018 14:00,,0,0,,30,13,,,0,1,61,53,61,08-May-18,21:00
Florey,"(-35.220606, 149.0435)",13/05/2018 15:00,0,0.03,0.03,0.1,4,4,1,0,26,32,8,14,32,13-May-18,15:00
Monash,"(-35.418302, 149.094018)",17/06/2018 3:00,0,0.03,0.03,0.89,2,1,10,0,27,33,3,5,33,17-Jun-18,3:00
Civic,"(-35.285399, 149.131536)",14/03/2018 13:00,,0.03,0.02,,20,5,,,34,30,41,22,41,14-Mar-18,13:00
Monash,"(-35.418302, 149.094018)",28/06/2018 12:00,0,0.03,0.02,0.14,4,1,2,1,26,26,8,5,26,28-Jun-18,12:00
Florey,"(-35.220606, 149.0435)",23/01/2018 12:00,0,0.05,0.04,0.29,19,8,3,1,51,51,37,34,51,23-Jan-18,12:00
Civic,"(-35.285399, 149.131536)",08/09/2018 22:00,,0.01,0.01,,9,5.6,,,5,13,18,22,22,08-Sep-18,22:00
Monash,"(-35.418302, 149.094018)",15/06/2018 19:00,0,0.03,0.03,0.12,4,4,1,1,29,35,9,17,35,15-Jun-18,19:00
Civic,"(-35.285399, 149.131536)",17/07/2018 12:00,,0.02,0.01,,,,,,17,13,,,17,17-Jul-18,12:00
Civic,"(-35.285399, 149.131536)",18/03/2018 23:00,,0.02,0.02,,72,11,,,23,28,143,46,143,18-Mar-18,23:00
Monash,"(-35.418302, 149.094018)",04/12/2018 8:00,0,0.02,0.01,0.06,9.8,3.9,1,1,18,14,20,16,20,04-Dec-18,8:00
Florey,"(-35.220606, 149.0435)",17/03/2018 8:00,0.01,0.02,0.01,0.28,12,7,3,4,15,7,23,27,27,17-Mar-18,8:00
Florey,"(-35.220606, 149.0435)",09/02/2019 12:00,0,0.03,0.03,0.13,8.5,4.2,1,0,32,40,17,17,40,09-Feb-19,12:00
Monash,"(-35.418302, 149.094018)",23/11/2018 13:00,0,0.02,0.02,0.07,6.1,1.8,1,0,19,23,12,7,23,23-Nov-18,13:00
Civic,"(-35.285399, 149.131536)",16/05/2018 4:00,,0.02,0.01,,17,10,,,20,13,33,40,40,16-May-18,4:00
Civic,"(-35.285399, 149.131536)",14/03/2018 15:00,,0.03,0.03,,22,6,,,32,40,43,25,43,14-Mar-18,15:00
Florey,"(-35.220606, 149.0435)",02/10/2018 6:00,0.01,0,0,0.34,11.4,6.6,4,7,2,2,23,26,26,02-Oct-18,6:00
Florey,"(-35.220606, 149.0435)",08/06/2018 20:00,0,0.01,0.02,0.12,10,7,1,3,14,19,19,30,30,08-Jun-18,20:00
Civic,"(-35.285399, 149.131536)",11/10/2018 4:00,,0.02,0.02,,5,1.9,,,21,28,10,8,28,11-Oct-18,4:00
Monash,"(-35.418302, 149.094018)",22/02/2019 14:00,0,0.02,0.02,0.04,8.2,4.3,0,0,24,30,16,17,30,22-Feb-19,14:00
Monash,"(-35.418302, 149.094018)",07/07/2018 23:00,0,0.03,0.03,0.08,3,1,1,0,30,37,5,4,37,07-Jul-18,23:00
Monash,"(-35.418302, 149.094018)",27/02/2018 7:00,0.01,0,0.01,0.08,2,1,1,4,1,6,5,6,6,27-Feb-18,7:00
Florey,"(-35.220606, 149.0435)",25/01/2018 3:00,0.01,0,0,0.41,6,6,5,11,3,2,12,26,26,25-Jan-18,3:00
Monash,"(-35.418302, 149.094018)",10/09/2018 8:00,0.01,0,0,0.44,7.1,6.5,5,7,4,4,14,26,26,10-Sep-18,8:00
Monash,"(-35.418302, 149.094018)",30/12/2018 1:00,0,0.02,0.02,,15.5,6.9,,2,15,27,31,28,31,30-Dec-18,1:00
Monash,"(-35.418302, 149.094018)",23/01/2018 5:00,0,0.02,0.02,0.13,20,9,1,0,17,23,40,35,40,23-Jan-18,5:00
Florey,"(-35.220606, 149.0435)",14/04/2018 12:00,0,0.03,0.02,0.15,30,8,2,0,26,29,61,34,61,14-Apr-18,12:00
Civic,"(-35.285399, 149.131536)",13/05/2018 11:00,,0.02,0.03,,5,3,,,24,31,11,10,31,13-May-18,11:00
Monash,"(-35.418302, 149.094018)",08/10/2018 14:00,0,0.03,0.03,0.09,3,2.4,1,0,34,42,6,10,42,08-Oct-18,14:00
Florey,"(-35.220606, 149.0435)",25/05/2018 16:00,,,0.03,0.21,12,,2,,,37,24,,37,25-May-18,16:00
Monash,"(-35.418302, 149.094018)",24/05/2018 5:00,0.01,0,0,1.49,22,18,17,4,1,3,45,72,72,24-May-18,5:00
Florey,"(-35.220606, 149.0435)",19/11/2018 12:00,0,0.04,0.03,0.12,5.2,2.8,1,0,35,38,10,11,38,19-Nov-18,12:00
Monash,"(-35.418302, 149.094018)",02/08/2018 7:00,0.01,0,0,0.89,12.5,13.6,10,8,2,3,25,54,54,02-Aug-18,7:00
Monash,"(-35.418302, 149.094018)",22/02/2018 5:00,0,0.02,0.02,0.07,11,2,1,1,15,20,22,10,22,22-Feb-18,5:00
Monash,"(-35.418302, 149.094018)",27/05/2018 20:00,0.03,0.01,0.01,0.46,28,25,5,22,5,14,56,102,102,27-May-18,20:00
Florey,"(-35.220606, 149.0435)",17/11/2018 13:00,0,0.03,0.03,0.11,6.7,,1,1,31,34,13,,34,17-Nov-18,13:00
Civic,"(-35.285399, 149.131536)",16/11/2018 8:00,,0.02,0.01,,4.6,4.3,,,15,17,9,17,17,16-Nov-18,8:00
Florey,"(-35.220606, 149.0435)",01/02/2018 17:00,0,0.02,0.02,0.06,6,5,1,0,22,29,13,18,29,01-Feb-18,17:00
Civic,"(-35.285399, 149.131536)",20/08/2018 9:00,,0.01,0,,4.4,4.8,,,7,4,9,19,19,20-Aug-18,9:00
Florey,"(-35.220606, 149.0435)",31/07/2018 17:00,0,0.03,0.03,0.1,7,4,1,1,27,35,13,16,35,31-Jul-18,17:00
Monash,"(-35.418302, 149.094018)",25/10/2018 12:00,0,0.04,0.03,0.09,5.9,3.3,1,0,35,36,12,13,36,25-Oct-18,12:00
Monash,"(-35.418302, 149.094018)",14/06/2018 10:00,0,0.03,0.03,0.08,4,3,1,1,29,33,7,13,33,14-Jun-18,10:00
Monash,"(-35.418302, 149.094018)",06/02/2019 5:00,0,0.01,0.01,0.14,7.4,4.4,2,2,8,14,15,18,18,06-Feb-19,5:00
Civic,"(-35.285399, 149.131536)",07/10/2018 23:00,,0.02,0.02,,6.8,5,,,21,26,14,20,26,07-Oct-18,23:00
Florey,"(-35.220606, 149.0435)",13/07/2018 22:00,0.02,0,0.01,0.35,9,8,4,15,3,7,17,30,30,13-Jul-18,22:00
Monash,"(-35.418302, 149.094018)",14/10/2018 21:00,0,0.03,0.03,0.18,5.1,2.8,2,0,27,33,10,11,33,14-Oct-18,21:00
Monash,"(-35.418302, 149.094018)",21/11/2018 16:00,,,0.03,0.12,19.1,5.6,1,,,43,38,22,43,21-Nov-18,16:00
Monash,"(-35.418302, 149.094018)",30/11/2018 16:00,,,0.04,0.09,3.7,1.2,1,,,45,7,5,45,30-Nov-18,16:00
Florey,"(-35.220606, 149.0435)",13/07/2018 15:00,0,0.03,0.02,0.11,9,7,1,0,25,29,19,28,29,13-Jul-18,15:00
Florey,"(-35.220606, 149.0435)",17/01/2018 22:00,0,0.02,0.02,0.1,,4,1,1,15,23,,17,23,17-Jan-18,22:00
Monash,"(-35.418302, 149.094018)",28/10/2018 17:00,0,0.04,0.04,0.08,7.3,4.3,1,0,37,48,15,17,48,28-Oct-18,17:00
Florey,"(-35.220606, 149.0435)",10/03/2018 14:00,0,0.03,0.03,0.25,5,4,3,0,34,36,10,16,36,10-Mar-18,14:00
Monash,"(-35.418302, 149.094018)",21/01/2019 5:00,0,0.01,0.02,0.07,10,3.3,1,0,14,20,20,13,20,21-Jan-19,5:00
Monash,"(-35.418302, 149.094018)",12/09/2018 5:00,0,0.03,0.03,0.32,10.4,7.5,4,0,30,37,21,30,37,12-Sep-18,5:00
Florey,"(-35.220606, 149.0435)",19/12/2018 13:00,0,0.04,0.03,0.18,9.3,3.6,2,0,35,34,19,14,35,19-Dec-18,13:00
Monash,"(-35.418302, 149.094018)",26/05/2018 18:00,0.02,0.01,0.02,0.26,28,20,3,18,6,21,56,81,81,26-May-18,18:00
Monash,"(-35.418302, 149.094018)",04/12/2018 23:00,0,0.02,0.02,0.09,10.2,3.7,1,0,21,26,20,15,26,04-Dec-18,23:00
Florey,"(-35.220606, 149.0435)",18/09/2018 9:00,0.01,0.01,0.01,0.68,16.9,11.4,8,11,14,7,34,46,46,18-Sep-18,9:00
Monash,"(-35.418302, 149.094018)",12/02/2018 11:00,0,0.03,0.03,0.08,,,1,0,31,31,,,31,12-Feb-18,11:00
Florey,"(-35.220606, 149.0435)",25/10/2018 14:00,0,0.04,0.03,0.05,11.8,2.5,1,1,36,42,24,10,42,25-Oct-18,14:00
Civic,"(-35.285399, 149.131536)",14/09/2018 4:00,,0.01,0.01,,16.8,7.1,,,12,8,34,28,34,14-Sep-18,4:00
Monash,"(-35.418302, 149.094018)",24/06/2018 12:00,0,0.03,0.02,0.86,25,28,10,0,27,22,49,111,111,24-Jun-18,12:00
Florey,"(-35.220606, 149.0435)",05/06/2018 4:00,0,0.01,0.02,0.23,8,6,3,2,6,19,17,24,24,05-Jun-18,4:00
Florey,"(-35.220606, 149.0435)",07/10/2018 4:00,0.01,0,0.01,0.18,7.6,4.5,2,5,4,6,15,18,18,07-Oct-18,4:00
Civic,"(-35.285399, 149.131536)",31/07/2018 13:00,,0.03,0.02,,,,,,25,27,,,27,31-Jul-18,13:00
Monash,"(-35.418302, 149.094018)",05/02/2018 3:00,0,0.01,0.01,0.06,3,3,1,1,5,9,7,11,11,05-Feb-18,3:00
Monash,"(-35.418302, 149.094018)",07/06/2018 13:00,0,0.03,0.02,0.56,17,15,6,1,27,27,34,58,58,07-Jun-18,13:00
Monash,"(-35.418302, 149.094018)",04/07/2018 7:00,0.01,0,0,1.38,21,24,15,5,2,3,41,94,94,04-Jul-18,7:00
Civic,"(-35.285399, 149.131536)",17/07/2018 14:00,,0.02,0.02,,,,,,21,22,,,22,17-Jul-18,14:00
Civic,"(-35.285399, 149.131536)",10/02/2018 2:00,,0.01,0.01,,18,9,,,14,18,37,37,37,10-Feb-18,2:00
Florey,"(-35.220606, 149.0435)",27/11/2018 14:00,0,0.04,0.03,0.13,8.8,,1,0,35,43,18,,43,27-Nov-18,14:00
Monash,"(-35.418302, 149.094018)",27/10/2018 21:00,0,0.03,0.03,0.09,10.4,5,1,0,30,40,21,20,40,27-Oct-18,21:00
Florey,"(-35.220606, 149.0435)",24/05/2018 8:00,0.01,0,0,0.42,9,9,5,8,2,1,18,35,35,24-May-18,8:00
Monash,"(-35.418302, 149.094018)",11/02/2019 19:00,0,0.04,0.04,0.09,9.6,4,1,0,39,49,19,16,49,11-Feb-19,19:00
Monash,"(-35.418302, 149.094018)",22/03/2018 12:00,0,0.02,0.02,0.02,4,0,0,0,24,30,9,0,30,22-Mar-18,12:00
Florey,"(-35.220606, 149.0435)",23/07/2018 12:00,0,0.02,,,,,,1,19,,,,19,23-Jul-18,12:00
Civic,"(-35.285399, 149.131536)",22/10/2018 3:00,,0.02,0.02,,7.9,4.7,,,22,24,16,19,24,22-Oct-18,3:00
Monash,"(-35.418302, 149.094018)",07/08/2018 4:00,0,0.03,0.03,0.08,9.7,4.4,1,0,31,37,19,18,37,07-Aug-18,4:00
Monash,"(-35.418302, 149.094018)",29/04/2018 9:00,0,0.01,0.01,0.24,11,7,3,2,8,8,23,26,26,29-Apr-18,9:00
Florey,"(-35.220606, 149.0435)",04/01/2019 1:00,0,0.03,0.03,0.22,14.9,6.7,2,3,28,42,30,27,42,04-Jan-19,1:00
Monash,"(-35.418302, 149.094018)",19/05/2018 2:00,0.01,0,0,0.6,18,16,7,11,3,4,36,64,64,19-May-18,2:00
Florey,"(-35.220606, 149.0435)",07/07/2018 14:00,0,0.03,0.03,0.14,4,4,2,0,30,37,8,14,37,07-Jul-18,14:00
Monash,"(-35.418302, 149.094018)",20/03/2018 17:00,0,0.02,0.03,0.03,17,6,0,1,24,32,34,22,34,20-Mar-18,17:00
Florey,"(-35.220606, 149.0435)",23/09/2018 3:00,0.01,0.01,0.02,0.19,12,5.8,2,9,7,19,24,23,24,23-Sep-18,3:00
Monash,"(-35.418302, 149.094018)",17/09/2018 8:00,0.01,0.01,0,0.53,8.3,6.1,6,7,8,4,17,24,24,17-Sep-18,8:00
Florey,"(-35.220606, 149.0435)",28/04/2018 19:00,0,0.02,0.02,0.15,7,6,2,2,19,26,14,26,26,28-Apr-18,19:00
Civic,"(-35.285399, 149.131536)",26/01/2018 6:00,,0.02,0.02,,10,9,,,18,26,19,34,34,26-Jan-18,6:00
Civic,"(-35.285399, 149.131536)",22/09/2018 23:00,,0.01,0.02,,13.4,7.6,,,6,19,27,30,30,22-Sep-18,23:00
Monash,"(-35.418302, 149.094018)",14/12/2018 18:00,0,0.02,0.03,0.13,5,3.7,1,3,24,33,10,15,33,14-Dec-18,18:00
Florey,"(-35.220606, 149.0435)",23/11/2018 9:00,0,0.02,0.02,0.08,18.6,0,1,1,17,22,37,0,37,23-Nov-18,9:00
Florey,"(-35.220606, 149.0435)",31/08/2018 9:00,0.02,0.01,0.01,0.79,18.3,13.6,9,18,6,6,37,54,54,31-Aug-18,9:00
Monash,"(-35.418302, 149.094018)",17/09/2018 11:00,0,0.03,0.02,0.41,8.7,6.2,5,2,27,23,17,25,27,17-Sep-18,11:00
Monash,"(-35.418302, 149.094018)",14/01/2018 10:00,0,0.02,0.02,0.04,6,2,0,0,19,23,11,9,23,14-Jan-18,10:00
Civic,"(-35.285399, 149.131536)",13/01/2018 6:00,,0.02,0.02,,16,6,,,24,29,32,24,32,13-Jan-18,6:00
Florey,"(-35.220606, 149.0435)",02/05/2018 18:00,0.02,0.01,0.02,0.23,16,12,3,18,5,24,31,47,47,02-May-18,18:00
Monash,"(-35.418302, 149.094018)",18/12/2018 22:00,0,0.03,0.03,,14,7.4,,0,25,31,28,30,31,18-Dec-18,22:00
Florey,"(-35.220606, 149.0435)",27/01/2018 16:00,,,0.05,0.16,9,8,2,,,56,18,33,56,27-Jan-18,16:00
Monash,"(-35.418302, 149.094018)",02/09/2018 10:00,0,0.03,0.02,0.18,3.5,3.1,2,0,29,25,7,12,29,02-Sep-18,10:00
Civic,"(-35.285399, 149.131536)",16/07/2018 21:00,,0,0,,,,,,2,4,,,4,16-Jul-18,21:00
Civic,"(-35.285399, 149.131536)",21/03/2018 3:00,,0.02,0.02,,18,5,,,19,23,36,21,36,21-Mar-18,3:00
Florey,"(-35.220606, 149.0435)",16/02/2018 22:00,0,0.03,0.03,0.15,14,6,2,0,26,35,28,22,35,16-Feb-18,22:00
Monash,"(-35.418302, 149.094018)",18/11/2018 0:00,0,0.02,0.02,0.08,6.8,3,1,0,23,29,14,12,29,18-Nov-18,0:00
Civic,"(-35.285399, 149.131536)",15/06/2018 10:00,,0.01,0.02,,,,,,14,20,,,20,15-Jun-18,10:00
Florey,"(-35.220606, 149.0435)",28/05/2018 10:00,0.01,0.01,0,0.71,25,21,8,8,5,2,51,84,84,28-May-18,10:00
Civic,"(-35.285399, 149.131536)",13/11/2018 9:00,,0.03,0.02,,44.9,5.6,,,25,19,90,22,90,13-Nov-18,9:00
Monash,"(-35.418302, 149.094018)",13/02/2019 8:00,0,0.02,0.02,0.01,155.2,23.3,0,0,23,27,310,93,310,13-Feb-19,8:00
Monash,"(-35.418302, 149.094018)",01/02/2018 8:00,0,0.02,0.02,0.04,7,4,0,0,17,20,15,15,20,01-Feb-18,8:00
Florey,"(-35.220606, 149.0435)",16/12/2018 20:00,0.01,0.03,0.04,0.16,114.8,21.5,2,5,30,46,230,86,230,16-Dec-18,20:00
Civic,"(-35.285399, 149.131536)",30/07/2018 4:00,,0.03,0.03,,,,,,29,37,,,37,30-Jul-18,4:00
Florey,"(-35.220606, 149.0435)",14/02/2018 22:00,0.01,0.03,0.03,0.03,25,8,0,4,25,32,49,31,49,14-Feb-18,22:00
Civic,"(-35.285399, 149.131536)",23/10/2018 23:00,,0.02,0.02,,13.9,6.6,,,19,25,28,26,28,23-Oct-18,23:00
Monash,"(-35.418302, 149.094018)",28/01/2019 8:00,0,0.02,0.02,0.17,10.3,4.2,2,0,22,29,21,17,29,28-Jan-19,8:00
Civic,"(-35.285399, 149.131536)",19/10/2018 7:00,,0,0.01,,10.2,7,,,4,6,20,28,28,19-Oct-18,7:00
Civic,"(-35.285399, 149.131536)",02/03/2018 12:00,,0.02,0.02,,11,7,,,24,24,21,27,27,02-Mar-18,12:00
Florey,"(-35.220606, 149.0435)",11/05/2018 18:00,0,0.02,0.02,0.14,3,2,2,2,20,24,5,9,24,11-May-18,18:00
Florey,"(-35.220606, 149.0435)",22/10/2018 23:00,0.02,0,0,0.33,38.2,6.3,4,17,1,5,76,25,76,22-Oct-18,23:00
Florey,"(-35.220606, 149.0435)",10/05/2018 4:00,0.01,0.01,0.01,0.31,17,10,3,5,7,7,35,41,41,10-May-18,4:00
Monash,"(-35.418302, 149.094018)",22/01/2018 16:00,,,0.04,0.14,19,9,2,,,53,37,34,53,22-Jan-18,16:00
Florey,"(-35.220606, 149.0435)",01/12/2018 1:00,0.02,0,0,0.31,6.1,3.3,3,14,1,2,12,13,14,01-Dec-18,1:00
Florey,"(-35.220606, 149.0435)",16/10/2018 8:00,0,0.02,0.02,0.13,,3.3,1,1,22,27,,13,27,16-Oct-18,8:00
Civic,"(-35.285399, 149.131536)",18/06/2018 16:00,,,,,,,,,,,,,0,18-Jun-18,16:00
Florey,"(-35.220606, 149.0435)",24/09/2018 4:00,0,0.03,0.03,0.06,8.6,3.9,1,0,29,35,17,16,35,24-Sep-18,4:00
Florey,"(-35.220606, 149.0435)",04/02/2019 14:00,0,0.05,0.05,0.23,12.5,4.8,3,2,51,57,25,19,57,04-Feb-19,14:00
Monash,"(-35.418302, 149.094018)",26/05/2018 5:00,0,0.01,0,1.22,27,21,14,3,8,5,54,85,85,26-May-18,5:00
