Name,GPS,DateTime,NO2,O3_1hr,O3_4hr,CO,PM10,PM2.5,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_PM10,AQI_PM2.5,AQI_Site,Date,Time
Civic,"(-35.285307, 149.131579)",21/04/2020 10:00,,0.005,0.002,0,19.62,5.97,0,0,5,3,39,23,39,21-Apr-20,10:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 11:00,,0.015,0.006,0,19.62,5.81,0,0,15,7,39,23,39,21-Apr-20,11:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 11:00,0,0.019,0.011,0.11,15.3,5.53,1,0,19,14,30,22,30,21-Apr-20,11:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 11:00,0.001,0.017,0.008,0.15,18.23,7.05,1,1,17,11,36,28,36,21-Apr-20,11:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 12:00,,0.019,0.01,0,19.73,5.8,0,0,19,13,39,23,39,21-Apr-20,12:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 12:00,0,0.024,0.014,0.13,18.42,7.14,1,0,24,18,36,28,36,21-Apr-20,12:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 12:00,0,0.022,0.016,0.1,15.92,5.58,1,0,22,20,31,22,31,21-Apr-20,12:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 13:00,0,0.024,0.02,0.09,15.86,5.73,1,0,24,25,31,22,31,21-Apr-20,13:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 13:00,0,0.026,0.019,0.12,18.77,7.52,1,0,26,24,37,30,37,21-Apr-20,13:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 13:00,,0.02,0.015,0,19.96,5.82,0,0,20,18,39,23,39,21-Apr-20,13:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 14:00,0,0.025,0.022,0.09,16.18,6.17,1,0,25,28,32,24,32,21-Apr-20,14:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 14:00,,0.02,0.019,0,19.93,5.8,0,0,20,23,39,23,39,21-Apr-20,14:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 14:00,0,0.026,0.023,0.09,19.12,7.68,1,0,26,29,38,30,38,21-Apr-20,14:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 15:00,,0.023,0.021,0,20.15,5.82,0,0,23,26,40,23,40,21-Apr-20,15:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 15:00,0,0.027,0.026,0.05,19.36,7.73,0,0,27,33,38,30,38,21-Apr-20,15:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 15:00,0,0.026,0.024,0.08,16.56,6.57,0,0,26,30,33,26,33,21-Apr-20,15:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 16:00,,,,,18.95,7.85,,,,,37,31,,21-Apr-20,16:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 16:00,,,,,20.32,5.88,,,,,40,23,40,21-Apr-20,16:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 16:00,,,,,16.69,6.69,,,,,33,26,,21-Apr-20,16:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 17:00,,0.021,0.021,0,20.08,5.92,0,0,21,27,40,23,40,21-Apr-20,17:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 17:00,0,0.028,0.027,0,18.5,7.97,0,0,28,34,37,31,37,21-Apr-20,17:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 17:00,0,0.025,0.025,0.04,16.56,7.04,0,0,25,32,33,28,33,21-Apr-20,17:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 18:00,,0.021,0.021,0,19.87,6,0,0,21,27,39,24,39,21-Apr-20,18:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 18:00,0.008,0.014,0.022,0.05,16.05,7.51,0,7,14,27,32,30,32,21-Apr-20,18:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 18:00,0,0.024,0.026,0,18.38,8.22,0,0,24,33,36,32,36,21-Apr-20,18:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 19:00,0.008,0.014,0.022,0,18.21,8.08,0,7,14,28,36,32,36,21-Apr-20,19:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 19:00,0.016,0.003,0.014,0.07,15.86,7.23,0,13,3,18,31,28,31,21-Apr-20,19:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 19:00,,0.011,0.017,0,19.57,6.16,0,0,11,22,39,24,39,21-Apr-20,19:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 21:00,0.015,0.005,0.013,0.02,18.17,8.71,0,12,5,16,36,34,36,21-Apr-20,21:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 21:00,,0.001,0.009,0,19.42,6.35,0,0,1,11,38,25,38,21-Apr-20,21:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 21:00,0.015,0.001,0.005,0.15,15.95,7.36,1,12,1,6,31,29,31,21-Apr-20,21:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 20:00,0.017,0.001,0.011,0.11,15.97,7.3,1,14,1,14,31,29,31,21-Apr-20,20:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 20:00,0.015,0.008,0.018,0,18.25,8.28,0,12,8,23,36,33,36,21-Apr-20,20:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 20:00,,0.003,0.014,0,19.36,6.25,0,0,3,17,38,25,38,21-Apr-20,20:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 22:00,0.013,0.004,0.008,0.06,17.98,8.93,0,11,4,10,35,35,35,21-Apr-20,22:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 22:00,,0,0.004,0,19.72,6.51,0,0,0,5,39,26,39,21-Apr-20,22:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 22:00,0.012,0.001,0.001,0.2,16.6,7.97,2,10,1,2,33,31,33,21-Apr-20,22:00:00
Monash,"(-35.418302, 149.094018)",21/04/2020 23:00,0.011,0.004,0.005,0.1,17.65,9.04,1,9,4,6,35,36,36,21-Apr-20,23:00:00
Florey,"(-35.220606, 149.043539)",21/04/2020 23:00,0.009,0,0.001,0.25,16.88,8.65,2,7,0,1,33,34,34,21-Apr-20,23:00:00
Civic,"(-35.285307, 149.131579)",21/04/2020 23:00,,0,0.001,0,19.94,6.75,0,0,0,1,39,27,39,21-Apr-20,23:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 0:00,0.007,0,0,0.26,17.36,9.06,2,6,0,1,34,36,36,22-Apr-20,0:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 0:00,0.005,0.013,0.006,0.09,17.5,8.85,1,4,13,8,35,35,35,22-Apr-20,0:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 0:00,,0.006,0.002,0,20.11,7,0,0,6,3,40,28,40,22-Apr-20,0:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 1:00,0.006,0,0,0.29,18.11,9.68,3,5,0,1,36,38,38,22-Apr-20,1:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 1:00,0,0.025,0.012,0.08,16.88,8.69,0,0,25,15,33,34,34,22-Apr-20,1:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 1:00,,0.02,0.007,0,20.31,7.17,0,0,20,8,40,28,40,22-Apr-20,1:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 2:00,0,0.02,0.016,0.08,16.78,8.67,0,0,20,20,33,34,34,22-Apr-20,2:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 2:00,0.006,0.001,0,0.31,18.9,10.12,3,5,1,1,37,40,40,22-Apr-20,2:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 2:00,,0.017,0.011,0,20.5,7.21,0,0,17,13,41,28,41,22-Apr-20,2:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 3:00,,0.02,0.016,0,20.61,7.3,0,0,20,20,41,29,41,22-Apr-20,3:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 3:00,0,0.02,0.02,0.06,16.62,8.57,0,0,20,25,33,34,34,22-Apr-20,3:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 3:00,0.003,0.001,0.001,0.31,19.13,10.46,3,3,1,1,38,41,41,22-Apr-20,3:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 4:00,,0.02,0.019,0,20.63,7.42,0,0,20,24,41,29,41,22-Apr-20,4:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 4:00,0,0.018,0.021,0.03,16.49,8.34,0,0,18,26,32,33,33,22-Apr-20,4:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 4:00,0.001,0.002,0.001,0.27,19.04,10.43,3,0,2,2,38,41,41,22-Apr-20,4:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 5:00,,0.021,0.019,0,20.58,7.48,0,0,21,24,41,29,41,22-Apr-20,5:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 5:00,0,0.002,0.002,0.23,18.86,10.28,2,0,2,2,37,41,41,22-Apr-20,5:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 5:00,0.001,0.011,0.017,0,16.56,8.31,0,1,11,22,33,33,33,22-Apr-20,5:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 6:00,,0.017,0.019,0,20.5,7.63,0,0,17,24,41,30,41,22-Apr-20,6:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 6:00,0.004,0.008,0.014,0,16.63,8.31,0,4,8,18,33,33,33,22-Apr-20,6:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 6:00,0.002,0.001,0.002,0.19,18.71,10.21,2,2,1,2,37,40,40,22-Apr-20,6:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 7:00,,0.011,0.017,0,20.64,7.76,0,0,11,22,41,31,41,22-Apr-20,7:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 7:00,0.012,0.002,0.01,0,16.71,8.49,0,10,2,12,33,33,33,22-Apr-20,7:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 7:00,0.004,0,0.001,0.15,18.57,10.74,1,4,0,2,37,42,42,22-Apr-20,7:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 8:00,,0.008,0.014,0,20.87,7.81,0,0,8,18,41,31,41,22-Apr-20,8:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 8:00,0.014,0.003,0.006,0,16.84,8.26,0,12,3,8,33,33,33,22-Apr-20,8:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 8:00,0.005,0.001,0.001,0.14,18.5,10.23,1,4,1,1,37,40,40,22-Apr-20,8:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 9:00,,0.011,0.012,0,21,8.01,0,0,11,15,42,32,42,22-Apr-20,9:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 9:00,0.007,0.013,0.006,0,16.76,8.47,0,6,13,8,33,33,33,22-Apr-20,9:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 9:00,0.005,0.011,0.003,0.13,18.7,9.69,1,4,11,4,37,38,38,22-Apr-20,9:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 10:00,0,0.023,0.01,0,16.58,8.76,0,0,23,13,33,35,35,22-Apr-20,10:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 10:00,0,0.02,0.008,0.1,18.52,9.66,1,0,20,10,37,38,38,22-Apr-20,10:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 11:00,,0.02,0.014,0,21.03,8.7,0,0,20,18,42,34,42,22-Apr-20,11:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 11:00,0,0.024,0.014,0.08,18.48,9.67,0,0,24,18,36,38,38,22-Apr-20,11:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 11:00,0,0.026,0.016,0.01,15.94,8.88,0,0,26,21,31,35,35,22-Apr-20,11:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 10:00,,0.017,0.012,0,21.03,8.44,0,0,17,15,42,33,42,22-Apr-20,10:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 12:00,0,0.026,0.02,0.07,18.42,9.89,0,0,26,26,36,39,39,22-Apr-20,12:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 12:00,,0.021,0.017,0,21.2,8.76,0,0,21,22,42,35,42,22-Apr-20,12:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 12:00,0,0.027,0.022,0.02,15.81,8.75,0,0,27,28,31,35,35,22-Apr-20,12:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 13:00,,0.022,0.02,0,20.9,8.79,0,0,22,25,41,35,41,22-Apr-20,13:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 13:00,0,0.026,0.026,0.03,15.68,8.42,0,0,26,32,31,33,33,22-Apr-20,13:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 13:00,0,0.026,0.024,0.07,18.34,9.97,0,0,26,30,36,39,39,22-Apr-20,13:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 14:00,,0.022,0.021,0,20.78,8.83,0,0,22,26,41,35,41,22-Apr-20,14:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 14:00,0,0.027,0.026,0.07,18.28,9.8,0,0,27,32,36,39,39,22-Apr-20,14:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 14:00,0,0.026,0.026,0.02,15.41,8.26,0,0,26,33,30,33,33,22-Apr-20,14:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 15:00,,0.024,0.022,0,20.96,8.88,0,0,24,28,41,35,41,22-Apr-20,15:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 15:00,0,0.025,0.026,0.01,15.29,8.3,0,0,25,33,30,33,33,22-Apr-20,15:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 15:00,0,0.028,0.027,0.07,18.26,9.44,0,0,28,34,36,37,37,22-Apr-20,15:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 16:00,,,,,15.26,8.28,,,,,30,33,,22-Apr-20,16:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 16:00,,,,,18.45,9.36,,,,,36,37,,22-Apr-20,16:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 16:00,,,,,20.9,8.96,,,,,41,35,41,22-Apr-20,16:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 17:00,0,0.027,0.026,0,15.69,8.48,0,0,27,33,31,33,33,22-Apr-20,17:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 17:00,,0.024,0.023,0,21.34,8.98,0,0,24,29,42,35,42,22-Apr-20,17:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 17:00,0,0.028,0.028,0.03,18.78,9.27,0,0,28,35,37,37,37,22-Apr-20,17:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 18:00,0,0.026,0.026,0,15.63,8.56,0,0,26,33,31,34,34,22-Apr-20,18:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 18:00,0.003,0.022,0.026,0.03,18.87,9.31,0,2,22,33,37,37,37,22-Apr-20,18:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 18:00,,0.021,0.023,0,21.88,8.99,0,0,21,28,43,35,43,22-Apr-20,18:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 19:00,0,0.027,0.026,0,15.91,8.72,0,0,27,33,31,34,34,22-Apr-20,19:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 19:00,0.004,0.021,0.024,0.04,18.93,9.59,0,3,21,30,37,38,38,22-Apr-20,19:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 19:00,,0.019,0.021,0,22.44,9,0,0,19,26,44,36,44,22-Apr-20,19:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 22:00,0.002,0.02,0.024,0,15.46,8.27,0,2,20,31,30,33,33,22-Apr-20,22:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 22:00,0.004,0.014,0.018,0.07,18.31,9.14,0,3,14,23,36,36,36,22-Apr-20,22:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 22:00,,0.022,0.022,0,22.48,8.81,0,0,22,28,44,35,44,22-Apr-20,22:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 20:00,0,0.026,0.026,0,15.52,8.75,0,0,26,33,31,35,35,22-Apr-20,20:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 20:00,0.005,0.018,0.022,0.05,18.57,9.56,0,4,18,28,37,38,38,22-Apr-20,20:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 20:00,,0.024,0.022,0,22.68,9.02,0,0,24,27,45,36,45,22-Apr-20,20:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 21:00,0.002,0.021,0.02,0.05,18.72,9.42,0,2,21,26,37,37,37,22-Apr-20,21:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 21:00,,0.024,0.022,0,22.69,8.95,0,0,24,27,45,35,45,22-Apr-20,21:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 21:00,0,0.025,0.026,0,15.54,8.55,0,0,25,32,31,34,34,22-Apr-20,21:00:00
Florey,"(-35.220606, 149.043539)",22/04/2020 23:00,0.001,0.018,0.018,0.08,18.29,8.76,0,1,18,22,36,35,36,22-Apr-20,23:00:00
Civic,"(-35.285307, 149.131579)",22/04/2020 23:00,,0.019,0.022,0,22.13,8.66,0,0,19,28,44,34,44,22-Apr-20,23:00:00
Monash,"(-35.418302, 149.094018)",22/04/2020 23:00,0.01,0.008,0.02,0,15.44,8.14,0,8,8,25,30,32,32,22-Apr-20,23:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 0:00,,0.019,0.021,0,22.07,8.59,0,0,19,26,44,34,44,23-Apr-20,0:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 0:00,0.002,0.012,0.016,0.08,18.13,8.46,0,2,12,21,36,33,36,23-Apr-20,0:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 0:00,0.009,0.005,0.015,0.02,15.58,7.8,0,8,5,18,31,31,31,23-Apr-20,0:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 1:00,,0.019,0.02,0,22.39,8.74,0,0,19,25,44,34,44,23-Apr-20,1:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 1:00,0.006,0.005,0.01,0.05,15.82,7.95,0,5,5,12,31,31,31,23-Apr-20,1:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 1:00,0.002,0.008,0.013,0.09,18.31,7.93,1,2,8,16,36,31,36,23-Apr-20,1:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 2:00,0.001,0.005,0.011,0.1,18.6,7.53,1,1,5,14,37,30,37,23-Apr-20,2:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 2:00,0.006,0.001,0.005,0.08,15.89,8.28,0,5,1,6,31,33,33,23-Apr-20,2:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 2:00,,0.012,0.017,0,22.86,9.07,0,0,12,22,45,36,45,23-Apr-20,2:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 3:00,0.001,0.003,0.007,0.1,18.55,7.22,1,1,3,9,37,28,37,23-Apr-20,3:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 3:00,,0.01,0.015,0,23.06,9.32,0,0,10,19,46,37,46,23-Apr-20,3:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 3:00,0.006,0,0.003,0.13,16.01,8.61,1,5,0,4,32,34,34,23-Apr-20,3:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 4:00,0.001,0.002,0.005,0.1,18.91,7.46,1,0,2,6,37,29,37,23-Apr-20,4:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 4:00,0.005,0,0.001,0.16,16.06,8.65,1,4,0,2,32,34,34,23-Apr-20,4:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 4:00,,0.01,0.013,0,23.18,9.43,0,0,10,16,46,37,46,23-Apr-20,4:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 5:00,,0.006,0.009,0,23.39,9.47,0,0,6,12,46,37,46,23-Apr-20,5:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 5:00,0,0.001,0.003,0.11,19.28,7.8,1,0,1,4,38,31,38,23-Apr-20,5:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 5:00,0.004,0,0,0.19,16.25,8.51,2,3,0,0,32,34,34,23-Apr-20,5:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 6:00,0.003,0,0,0.23,16.11,8.61,2,3,0,0,32,34,34,23-Apr-20,6:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 6:00,,0.001,0.007,0,23.41,9.41,0,0,1,8,46,37,46,23-Apr-20,6:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 6:00,0,0.001,0.002,0.1,19.51,8.3,1,0,1,2,39,33,39,23-Apr-20,6:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 8:00,0.006,0.001,0.001,0.16,19.84,8.79,1,5,1,1,39,35,39,23-Apr-20,8:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 8:00,,0.001,0.002,0,22.97,9.13,0,0,1,3,45,36,45,23-Apr-20,8:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 8:00,0.008,0,0,0.27,16.31,9.08,3,6,0,0,32,36,36,23-Apr-20,8:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 9:00,0.008,0.006,0.002,0.17,20.56,9.54,1,6,6,3,41,38,41,23-Apr-20,9:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 9:00,,0.003,0.002,0,22.73,9.06,0,0,3,2,45,36,45,23-Apr-20,9:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 9:00,0.007,0.005,0.001,0.26,16.29,9.07,2,6,5,1,32,36,36,23-Apr-20,9:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 7:00,0.001,0,0.001,0.11,19.68,8.48,1,1,0,1,39,33,39,23-Apr-20,7:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 7:00,0.006,0,0,0.25,16.37,8.54,2,5,0,0,32,34,34,23-Apr-20,7:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 7:00,,0,0.004,0,23.22,9.24,0,0,0,5,46,36,46,23-Apr-20,7:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 10:00,0.002,0.017,0.006,0.17,20.83,9.91,1,1,17,8,41,39,41,23-Apr-20,10:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 10:00,0.004,0.012,0.004,0.25,16.23,9.07,2,4,12,5,32,36,36,23-Apr-20,10:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 10:00,,0.009,0.003,0,22.55,8.99,0,0,9,4,45,35,45,23-Apr-20,10:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 11:00,,0.016,0.007,0,23.01,9.15,0,0,16,9,46,36,46,23-Apr-20,11:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 11:00,0,0.024,0.012,0.16,21.19,9.78,1,0,24,15,42,39,42,23-Apr-20,11:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 11:00,0.002,0.021,0.009,0.22,16.74,9.18,2,1,21,12,33,36,36,23-Apr-20,11:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 12:00,0,0.026,0.016,0.2,17.06,9.57,2,0,26,20,34,38,38,23-Apr-20,12:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 12:00,0,0.026,0.018,0.16,21.05,10,1,0,26,23,42,40,42,23-Apr-20,12:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 12:00,,0.02,0.012,0,22.8,9.39,0,0,20,15,45,37,45,23-Apr-20,12:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 13:00,,0.021,0.016,0,22.59,9.56,0,0,21,21,45,38,45,23-Apr-20,13:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 13:00,0,0.025,0.023,0.15,21.01,9.97,1,0,25,29,42,39,42,23-Apr-20,13:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 13:00,0,0.026,0.021,0.17,17.17,9.74,1,0,26,26,34,38,38,23-Apr-20,13:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 14:00,0,0.026,0.025,0.15,21.13,10.43,1,0,26,32,42,41,42,23-Apr-20,14:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 14:00,0,0.027,0.025,0.14,17.43,9.92,1,0,27,31,34,39,39,23-Apr-20,14:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 14:00,,0.021,0.019,0,22.65,9.76,0,0,21,24,45,39,45,23-Apr-20,14:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 15:00,0,0.027,0.026,0.14,20.87,10.72,1,0,27,33,41,42,42,23-Apr-20,15:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 15:00,,0.021,0.021,0,22.65,9.98,0,0,21,26,45,39,45,23-Apr-20,15:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 15:00,0,0.026,0.026,0.1,17.66,10.1,1,0,26,33,35,40,40,23-Apr-20,15:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 16:00,,,,,20.52,10.58,,,,,41,42,,23-Apr-20,16:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 16:00,,,,,22.34,10.06,,,,,44,40,44,23-Apr-20,16:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 16:00,,,,,17.49,10.02,,,,,34,40,,23-Apr-20,16:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 20:00,0.01,0.013,0.021,0.08,20.15,10.34,0,8,13,26,40,41,41,23-Apr-20,20:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 20:00,0,0.024,0.025,0,17.08,9.68,0,0,24,31,34,38,38,23-Apr-20,20:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 20:00,,0.016,0.018,0,20.55,10.48,0,0,16,22,41,41,41,23-Apr-20,20:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 21:00,0.012,0.008,0.016,0.12,19.93,10.51,1,10,8,21,39,42,42,23-Apr-20,21:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 21:00,,0.013,0.016,0,20.52,10.65,0,0,13,20,41,42,42,23-Apr-20,21:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 21:00,0,0.025,0.025,0,16.84,9.57,0,0,25,31,33,38,38,23-Apr-20,21:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 22:00,0.014,0.003,0.011,0.16,19.98,10.54,1,11,3,14,39,42,42,23-Apr-20,22:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 22:00,0,0.024,0.025,0,16.74,9.57,0,0,24,31,33,38,38,23-Apr-20,22:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 22:00,,0.013,0.015,0,20.51,10.82,0,0,13,19,41,43,43,23-Apr-20,22:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 17:00,0,0.025,0.026,0.04,17.3,9.95,0,0,25,33,34,39,39,23-Apr-20,17:00:00
Civic,"(-35.285307, 149.131579)",23/04/2020 17:00,,0.02,0.021,0,21.64,10.19,0,0,20,26,43,40,43,23-Apr-20,17:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 17:00,0,0.025,0.026,0.07,20.27,10.59,0,0,25,33,40,42,42,23-Apr-20,17:00:00
Florey,"(-35.220606, 149.043539)",23/04/2020 18:00,0,0.024,0.025,0.05,20.1,10.47,0,0,24,32,40,41,41,23-Apr-20,18:00:00
Monash,"(-35.418302, 149.094018)",23/04/2020 18:00,0,0.025,0.025,0.01,17.2,9.82,0,0,25,32,34,39,39,23-Apr-20,18:00:00
